nodeId,decision_id,type,year,fine_eur,breach_case
decision_Poland_45,Poland_45,Decision,,,0
decision_Poland_51,Poland_51,Decision,,85000.0,1
decision_Poland_49,Poland_49,Decision,,23580.0,1
decision_Poland_53,Poland_53,Decision,,10000.0,1
decision_Poland_50,Poland_50,Decision,2022.0,545748.0,1
decision_Poland_52,Poland_52,Decision,2022.0,10000.0,1
decision_Poland_54,Poland_54,Decision,,11790.0,1
decision_Poland_55,Poland_55,Decision,,51876.0,1
decision_Poland_57,Poland_57,Decision,,33012.0,0
decision_Poland_56,Poland_56,Decision,,1440549.0,1
decision_Poland_59,Poland_59,Decision,2024.0,0.0,0
decision_Poland_58,Poland_58,Decision,,,0
decision_Poland_60,Poland_60,Decision,2020.0,50000.0,1
decision_Poland_62,Poland_62,Decision,,47000.0,0
decision_Poland_63,Poland_63,Decision,,0.0,0
decision_Poland_61,Poland_61,Decision,,660000.0,1
decision_Poland_64,Poland_64,Decision,,40000.0,0
decision_Poland_65,Poland_65,Decision,,20000.0,0
decision_Norway_4,Norway_4,Decision,2019.0,1600000.0,1
decision_Norway_3,Norway_3,Decision,2020.0,0.0,0
decision_Norway_5,Norway_5,Decision,2019.0,1200000.0,1
decision_Norway_1,Norway_1,Decision,2023.0,10000000.0,0
decision_Norway_6,Norway_6,Decision,2021.0,1000000.0,0
decision_Norway_7,Norway_7,Decision,,0.0,0
decision_Norway_8,Norway_8,Decision,,,0
decision_Norway_9,Norway_9,Decision,2021.0,100000.0,1
decision_Norway_2,Norway_2,Decision,,,0
decision_Norway_11,Norway_11,Decision,,150000.0,0
decision_Norway_10,Norway_10,Decision,,250000.0,1
decision_Norway_13,Norway_13,Decision,2021.0,5000000.0,0
decision_Norway_14,Norway_14,Decision,,0.0,0
decision_Norway_15,Norway_15,Decision,2023.0,0.0,0
decision_Norway_16,Norway_16,Decision,2021.0,3500.0,0
decision_Norway_17,Norway_17,Decision,2020.0,400000.0,1
decision_Norway_18,Norway_18,Decision,2024.0,0.0,0
decision_Norway_21,Norway_21,Decision,2020.0,0.0,0
decision_Norway_20,Norway_20,Decision,2021.0,750000.0,1
decision_Norway_12,Norway_12,Decision,,,0
decision_Norway_23,Norway_23,Decision,,,0
decision_Norway_22,Norway_22,Decision,,0.0,0
decision_Norway_25,Norway_25,Decision,2021.0,1000000.0,1
decision_Norway_24,Norway_24,Decision,2021.0,400000.0,1
decision_Norway_29,Norway_29,Decision,,200000.0,1
decision_Norway_27,Norway_27,Decision,,250000.0,0
decision_Norway_26,Norway_26,Decision,,75000.0,0
decision_Norway_30,Norway_30,Decision,,,0
decision_Norway_33,Norway_33,Decision,,300000.0,0
decision_Norway_34,Norway_34,Decision,,100000000.0,0
decision_Norway_28,Norway_28,Decision,,0.0,0
decision_Norway_36,Norway_36,Decision,,0.0,1
decision_Norway_37,Norway_37,Decision,2023.0,0.0,1
decision_Norway_38,Norway_38,Decision,2021.0,50000.0,1
decision_Norway_41,Norway_41,Decision,,400000.0,0
decision_Norway_39,Norway_39,Decision,,200000.0,0
decision_Norway_43,Norway_43,Decision,,,0
decision_Norway_42,Norway_42,Decision,,500000.0,0
decision_Norway_44,Norway_44,Decision,,100000.0,0
decision_Norway_40,Norway_40,Decision,,500000.0,0
decision_Norway_46,Norway_46,Decision,2020.0,750000.0,1
decision_Norway_45,Norway_45,Decision,,150000.0,0
decision_Norway_48,Norway_48,Decision,2021.0,125000.0,0
decision_Norway_50,Norway_50,Decision,,0.0,0
decision_Norway_51,Norway_51,Decision,2022.0,150000.0,0
decision_Norway_53,Norway_53,Decision,2021.0,0.0,0
decision_Norway_47,Norway_47,Decision,,,0
decision_Norway_49,Norway_49,Decision,,40000.0,0
decision_Norway_52,Norway_52,Decision,,5000000.0,0
decision_Norway_54,Norway_54,Decision,2022.0,200000.0,1
decision_Norway_56,Norway_56,Decision,,0.0,0
decision_Norway_60,Norway_60,Decision,,5000000.0,0
decision_Norway_62,Norway_62,Decision,,,0
decision_Norway_55,Norway_55,Decision,,,0
decision_Norway_58,Norway_58,Decision,2021.0,0.0,0
decision_Norway_61,Norway_61,Decision,,,0
decision_Norway_59,Norway_59,Decision,,400000.0,0
decision_Norway_57,Norway_57,Decision,,200000.0,0
decision_Norway_64,Norway_64,Decision,,0.0,0
decision_Norway_63,Norway_63,Decision,,200000.0,0
decision_Norway_66,Norway_66,Decision,,0.0,0
decision_Norway_68,Norway_68,Decision,,,0
decision_Norway_65,Norway_65,Decision,2022.0,50000.0,0
decision_Norway_67,Norway_67,Decision,2023.0,2500000.0,1
decision_Norway_69,Norway_69,Decision,2023.0,0.0,0
decision_Norway_70,Norway_70,Decision,,,0
decision_Norway_71,Norway_71,Decision,2025.0,4000000.0,0
decision_Norway_72,Norway_72,Decision,2023.0,0.0,0
decision_Norway_73,Norway_73,Decision,,,0
decision_Norway_74,Norway_74,Decision,2023.0,20000000.0,0
decision_Norway_76,Norway_76,Decision,2024.0,0.0,0
decision_Norway_77,Norway_77,Decision,2023.0,0.0,0
decision_Norway_75,Norway_75,Decision,,0.0,0
decision_Norway_79,Norway_79,Decision,,0.0,0
decision_Norway_78,Norway_78,Decision,,150000.0,0
decision_Norway_81,Norway_81,Decision,2020.0,0.0,0
decision_Norway_80,Norway_80,Decision,2023.0,0.0,0
decision_Norway_82,Norway_82,Decision,2021.0,250000.0,0
decision_Norway_83,Norway_83,Decision,,0.0,0
decision_Netherlands_3,Netherlands_3,Decision,2021.0,750000.0,0
decision_Netherlands_1,Netherlands_1,Decision,2021.0,12000.0,0
decision_Netherlands_6,Netherlands_6,Decision,,,0
decision_Netherlands_4,Netherlands_4,Decision,,475000.0,1
decision_Netherlands_5,Netherlands_5,Decision,,525000.0,0
decision_Netherlands_2,Netherlands_2,Decision,,3700000.0,0
decision_Netherlands_7,Netherlands_7,Decision,2022.0,525000.0,0
decision_Netherlands_8,Netherlands_8,Decision,2020.0,7500.0,1
decision_Netherlands_9,Netherlands_9,Decision,,150000.0,0
decision_Netherlands_11,Netherlands_11,Decision,,565000.0,0
decision_Netherlands_10,Netherlands_10,Decision,,400000.0,0
decision_Netherlands_12,Netherlands_12,Decision,2020.0,15000.0,1
decision_Netherlands_13,Netherlands_13,Decision,2021.0,2750000.0,0
decision_Netherlands_14,Netherlands_14,Decision,,440000.0,0
decision_Netherlands_15,Netherlands_15,Decision,,725000.0,0
decision_Netherlands_16,Netherlands_16,Decision,2021.0,450000.0,1
decision_Netherlands_22,Netherlands_22,Decision,2019.0,460000.0,1
decision_Netherlands_17,Netherlands_17,Decision,,,0
decision_Netherlands_19,Netherlands_19,Decision,2022.0,0.0,0
decision_Netherlands_21,Netherlands_21,Decision,2020.0,7500.0,1
decision_Netherlands_23,Netherlands_23,Decision,2023.0,150000.0,0
decision_Netherlands_20,Netherlands_20,Decision,,15000.0,0
decision_Netherlands_25,Netherlands_25,Decision,,,0
decision_Netherlands_24,Netherlands_24,Decision,2019.0,725000.0,0
decision_Netherlands_26,Netherlands_26,Decision,2019.0,525000.0,0
decision_Netherlands_28,Netherlands_28,Decision,,0.0,0
decision_Netherlands_27,Netherlands_27,Decision,2021.0,600000.0,0
decision_Netherlands_30,Netherlands_30,Decision,2023.0,150000.0,0
decision_Netherlands_29,Netherlands_29,Decision,2023.0,10000000.0,0
decision_Netherlands_31,Netherlands_31,Decision,,4750000.0,0
decision_Netherlands_32,Netherlands_32,Decision,2024.0,0.0,0
decision_Netherlands_34,Netherlands_34,Decision,2024.0,600000.0,0
decision_Netherlands_33,Netherlands_33,Decision,,,0
decision_Netherlands_37,Netherlands_37,Decision,,,0
decision_Netherlands_35,Netherlands_35,Decision,2018.0,0.0,0
decision_Netherlands_36,Netherlands_36,Decision,,0.0,0
decision_Netherlands_38,Netherlands_38,Decision,2023.0,0.0,0
decision_Malta_1,Malta_1,Decision,2024.0,0.0,0
decision_Malta_5,Malta_5,Decision,,0.0,0
decision_Netherlands_39,Netherlands_39,Decision,2023.0,30000.0,0
decision_Malta_11,Malta_11,Decision,,0.0,1
decision_Malta_7,Malta_7,Decision,,65000.0,0
decision_Malta_10,Malta_10,Decision,,,0
decision_Malta_9,Malta_9,Decision,,0.0,0
decision_Malta_12,Malta_12,Decision,,20000.0,0
decision_Luxembourg_1,Luxembourg_1,Decision,,0.0,0
decision_Malta_13,Malta_13,Decision,,8000.0,0
decision_Luxembourg_3,Luxembourg_3,Decision,,2500.0,0
decision_Luxembourg_4,Luxembourg_4,Decision,,2800.0,0
decision_Luxembourg_7,Luxembourg_7,Decision,,,0
decision_Luxembourg_5,Luxembourg_5,Decision,2023.0,2500.0,0
decision_Luxembourg_8,Luxembourg_8,Decision,,,0
decision_Luxembourg_9,Luxembourg_9,Decision,,,0
decision_Luxembourg_13,Luxembourg_13,Decision,,,0
decision_Luxembourg_10,Luxembourg_10,Decision,,7600.0,0
decision_Luxembourg_12,Luxembourg_12,Decision,,5300.0,0
decision_Luxembourg_11,Luxembourg_11,Decision,2022.0,2100.0,0
decision_Luxembourg_14,Luxembourg_14,Decision,2021.0,18000.0,0
decision_Luxembourg_15,Luxembourg_15,Decision,,,0
decision_Luxembourg_16,Luxembourg_16,Decision,,,0
decision_Luxembourg_17,Luxembourg_17,Decision,,,0
decision_Luxembourg_21,Luxembourg_21,Decision,,1000.0,0
decision_Luxembourg_20,Luxembourg_20,Decision,,0.0,0
decision_Luxembourg_18,Luxembourg_18,Decision,2021.0,6800.0,0
decision_Luxembourg_25,Luxembourg_25,Decision,,0.0,0
decision_Luxembourg_23,Luxembourg_23,Decision,2021.0,12500.0,0
decision_Lithuania_2,Lithuania_2,Decision,,15000.0,0
decision_Luxembourg_24,Luxembourg_24,Decision,,,0
decision_Luxembourg_22,Luxembourg_22,Decision,2021.0,18000.0,0
decision_Lithuania_4,Lithuania_4,Decision,,15000.0,0
decision_Lithuania_7,Lithuania_7,Decision,,2000.0,0
decision_Lithuania_9,Lithuania_9,Decision,,0.0,0
decision_Lithuania_3,Lithuania_3,Decision,,12000.0,0
decision_Lithuania_10,Lithuania_10,Decision,,20000.0,0
decision_Lithuania_8,Lithuania_8,Decision,,0.0,0
decision_Lithuania_11,Lithuania_11,Decision,,,0
decision_Lithuania_12,Lithuania_12,Decision,,2385276.0,0
decision_Latvia_3,Latvia_3,Decision,,6250.0,0
decision_Latvia_1,Latvia_1,Decision,2024.0,1000.0,0
decision_Latvia_8,Latvia_8,Decision,,,0
decision_Latvia_7,Latvia_7,Decision,,,0
decision_Latvia_5,Latvia_5,Decision,,,0
decision_Latvia_6,Latvia_6,Decision,,1000.0,0
decision_Latvia_4,Latvia_4,Decision,2023.0,0.0,0
decision_Latvia_2,Latvia_2,Decision,,,0
decision_Latvia_9,Latvia_9,Decision,,1200000.0,0
decision_Latvia_12,Latvia_12,Decision,,15000.0,0
decision_Latvia_10,Latvia_10,Decision,,17495.0,0
decision_Latvia_11,Latvia_11,Decision,2024.0,0.0,0
decision_Latvia_13,Latvia_13,Decision,,1000.0,0
decision_Latvia_14,Latvia_14,Decision,2020.0,65000.0,0
decision_Italy_1,Italy_1,Decision,2024.0,90000.0,0
decision_Italy_3,Italy_3,Decision,2020.0,30000.0,1
decision_Italy_8,Italy_8,Decision,,,0
decision_Italy_10,Italy_10,Decision,,,0
decision_Italy_4,Italy_4,Decision,,30000.0,1
decision_Italy_9,Italy_9,Decision,2020.0,0.0,0
decision_Italy_2,Italy_2,Decision,2020.0,27802946.0,1
decision_Italy_12,Italy_12,Decision,,,0
decision_Italy_14,Italy_14,Decision,2020.0,600000.0,1
decision_Italy_17,Italy_17,Decision,,,0
decision_Italy_13,Italy_13,Decision,2020.0,3000.0,0
decision_Italy_16,Italy_16,Decision,2020.0,800000.0,0
decision_Italy_18,Italy_18,Decision,,4000.0,0
decision_Italy_15,Italy_15,Decision,,16729600.0,0
decision_Italy_21,Italy_21,Decision,,5000.0,0
decision_Italy_20,Italy_20,Decision,,2000.0,0
decision_Italy_22,Italy_22,Decision,2020.0,1000.0,0
decision_Italy_24,Italy_24,Decision,2020.0,0.0,0
decision_Italy_25,Italy_25,Decision,2020.0,2000.0,0
decision_Italy_29,Italy_29,Decision,2020.0,2000.0,0
decision_Italy_31,Italy_31,Decision,2020.0,20000.0,0
decision_Italy_26,Italy_26,Decision,2020.0,10000.0,0
decision_Italy_27,Italy_27,Decision,,2000.0,0
decision_Italy_28,Italy_28,Decision,,80000.0,0
decision_Italy_32,Italy_32,Decision,,10000.0,0
decision_Italy_34,Italy_34,Decision,2021.0,0.0,0
decision_Italy_37,Italy_37,Decision,2021.0,8000.0,1
decision_Italy_36,Italy_36,Decision,2020.0,100000.0,0
decision_Italy_38,Italy_38,Decision,,0.0,0
decision_Italy_40,Italy_40,Decision,,,0
decision_Italy_43,Italy_43,Decision,,75000.0,0
decision_Italy_42,Italy_42,Decision,,,0
decision_Italy_46,Italy_46,Decision,2021.0,0.0,0
decision_Italy_48,Italy_48,Decision,2021.0,0.0,0
decision_Italy_45,Italy_45,Decision,,4501868.0,0
decision_Italy_49,Italy_49,Decision,,0.0,0
decision_Italy_50,Italy_50,Decision,2021.0,0.0,0
decision_Italy_47,Italy_47,Decision,,,0
decision_Italy_51,Italy_51,Decision,,,0
decision_Italy_53,Italy_53,Decision,,50000.0,0
decision_Italy_54,Italy_54,Decision,,2600000.0,0
decision_Italy_56,Italy_56,Decision,,120000.0,0
decision_Italy_57,Italy_57,Decision,,,0
decision_Italy_59,Italy_59,Decision,2021.0,20000.0,0
decision_Italy_55,Italy_55,Decision,,,0
decision_Italy_61,Italy_61,Decision,,,0
decision_Italy_58,Italy_58,Decision,,,0
decision_Italy_60,Italy_60,Decision,2021.0,2500000.0,0
decision_Italy_62,Italy_62,Decision,2021.0,800000.0,0
decision_Italy_63,Italy_63,Decision,2021.0,200000.0,0
decision_Italy_64,Italy_64,Decision,,5000.0,0
decision_Italy_65,Italy_65,Decision,2021.0,3296326.0,0
decision_Italy_67,Italy_67,Decision,,400000.0,0
decision_Italy_68,Italy_68,Decision,2022.0,4000.0,0
decision_Italy_69,Italy_69,Decision,2022.0,2000.0,0
decision_Italy_70,Italy_70,Decision,2022.0,40000.0,0
decision_Italy_66,Italy_66,Decision,,,0
decision_Italy_71,Italy_71,Decision,2022.0,0.0,0
decision_Italy_72,Italy_72,Decision,,10000.0,0
decision_Italy_73,Italy_73,Decision,,,0
decision_Italy_74,Italy_74,Decision,,,0
decision_Italy_76,Italy_76,Decision,2022.0,5000.0,0
decision_Italy_75,Italy_75,Decision,2022.0,3500.0,1
decision_Italy_77,Italy_77,Decision,,5000.0,0
decision_Italy_79,Italy_79,Decision,2022.0,8000.0,0
decision_Italy_78,Italy_78,Decision,,,0
decision_Italy_81,Italy_81,Decision,2022.0,40000.0,0
decision_Italy_80,Italy_80,Decision,,,0
decision_Italy_82,Italy_82,Decision,,50000.0,0
decision_Italy_84,Italy_84,Decision,2022.0,1000.0,0
decision_Italy_86,Italy_86,Decision,,,0
decision_Italy_87,Italy_87,Decision,2022.0,70000.0,1
decision_Italy_90,Italy_90,Decision,2022.0,0.0,0
decision_Italy_92,Italy_92,Decision,2022.0,0.0,0
decision_Italy_83,Italy_83,Decision,,,0
decision_Italy_89,Italy_89,Decision,2022.0,50000.0,0
decision_Italy_91,Italy_91,Decision,,,0
decision_Italy_88,Italy_88,Decision,,,0
decision_Italy_93,Italy_93,Decision,,,0
decision_Italy_94,Italy_94,Decision,2022.0,0.0,0
decision_Italy_96,Italy_96,Decision,2022.0,20000.0,0
decision_Italy_97,Italy_97,Decision,2022.0,5000.0,0
decision_Italy_99,Italy_99,Decision,,4000.0,0
decision_Italy_98,Italy_98,Decision,2022.0,20000.0,0
decision_Italy_95,Italy_95,Decision,2022.0,26000.0,0
decision_Italy_100,Italy_100,Decision,2022.0,3000.0,0
decision_Italy_101,Italy_101,Decision,,2000.0,0
decision_Italy_102,Italy_102,Decision,2022.0,2000.0,0
decision_Italy_106,Italy_106,Decision,2022.0,0.0,0
decision_Italy_105,Italy_105,Decision,2022.0,1000.0,0
decision_Italy_103,Italy_103,Decision,,10000.0,0
decision_Italy_104,Italy_104,Decision,,,0
decision_Italy_108,Italy_108,Decision,2022.0,1400000.0,0
decision_Italy_107,Italy_107,Decision,,,0
decision_Italy_109,Italy_109,Decision,2022.0,500000.0,0
decision_Italy_110,Italy_110,Decision,,,0
decision_Italy_111,Italy_111,Decision,2022.0,10000.0,0
decision_Italy_113,Italy_113,Decision,2022.0,900.0,0
decision_Italy_112,Italy_112,Decision,2022.0,30000.0,0
decision_Italy_114,Italy_114,Decision,2022.0,2000000.0,0
decision_Italy_116,Italy_116,Decision,2022.0,100000.0,0
decision_Italy_115,Italy_115,Decision,,5000.0,0
decision_Italy_119,Italy_119,Decision,2022.0,10000.0,0
decision_Italy_117,Italy_117,Decision,,,0
decision_Italy_118,Italy_118,Decision,2022.0,1000000.0,0
decision_Italy_120,Italy_120,Decision,2022.0,6000.0,0
decision_Italy_122,Italy_122,Decision,2022.0,20000.0,0
decision_Italy_121,Italy_121,Decision,,6000.0,0
decision_Italy_124,Italy_124,Decision,,0.0,0
decision_Italy_125,Italy_125,Decision,2022.0,0.0,0
decision_Italy_123,Italy_123,Decision,,,0
decision_Italy_126,Italy_126,Decision,,,0
decision_Italy_127,Italy_127,Decision,2022.0,0.0,0
decision_Italy_131,Italy_131,Decision,2023.0,0.0,0
decision_Italy_130,Italy_130,Decision,,,0
decision_Italy_128,Italy_128,Decision,2022.0,4900000.0,0
decision_Italy_132,Italy_132,Decision,,,0
decision_Italy_129,Italy_129,Decision,2022.0,30000.0,0
decision_Italy_133,Italy_133,Decision,,0.0,0
decision_Italy_135,Italy_135,Decision,2022.0,50000.0,0
decision_Italy_139,Italy_139,Decision,,0.0,0
decision_Italy_138,Italy_138,Decision,,5000.0,0
decision_Italy_134,Italy_134,Decision,2022.0,120000.0,0
decision_Italy_136,Italy_136,Decision,,,0
decision_Italy_140,Italy_140,Decision,,80000.0,0
decision_Italy_141,Italy_141,Decision,,,0
decision_Italy_137,Italy_137,Decision,,,0
decision_Italy_143,Italy_143,Decision,2023.0,5000.0,0
decision_Italy_144,Italy_144,Decision,2023.0,0.0,1
decision_Italy_142,Italy_142,Decision,2023.0,0.0,0
decision_Italy_146,Italy_146,Decision,,0.0,0
decision_Italy_148,Italy_148,Decision,,,0
decision_Italy_147,Italy_147,Decision,,,0
decision_Italy_145,Italy_145,Decision,2023.0,300000.0,0
decision_Italy_150,Italy_150,Decision,2023.0,1000.0,0
decision_Italy_149,Italy_149,Decision,,0.0,0
decision_Italy_151,Italy_151,Decision,2023.0,0.0,0
decision_Italy_152,Italy_152,Decision,,,0
decision_Italy_153,Italy_153,Decision,,,0
decision_Italy_157,Italy_157,Decision,2023.0,2000.0,0
decision_Italy_154,Italy_154,Decision,,3000.0,0
decision_Italy_156,Italy_156,Decision,2023.0,0.0,0
decision_Italy_155,Italy_155,Decision,,50000.0,0
decision_Italy_158,Italy_158,Decision,2023.0,0.0,0
decision_Italy_159,Italy_159,Decision,,20000.0,0
decision_Italy_161,Italy_161,Decision,2023.0,500000.0,0
decision_Italy_164,Italy_164,Decision,,15000.0,0
decision_Italy_160,Italy_160,Decision,,15000.0,0
decision_Italy_162,Italy_162,Decision,,7631175.0,0
decision_Italy_165,Italy_165,Decision,,40000.0,0
decision_Italy_167,Italy_167,Decision,2023.0,240000.0,0
decision_Italy_163,Italy_163,Decision,,,0
decision_Italy_166,Italy_166,Decision,,,0
decision_Italy_169,Italy_169,Decision,,,0
decision_Italy_173,Italy_173,Decision,,,0
decision_Italy_168,Italy_168,Decision,2023.0,40660.0,0
decision_Italy_170,Italy_170,Decision,2023.0,1000000.0,0
decision_Italy_171,Italy_171,Decision,,300000.0,0
decision_Italy_176,Italy_176,Decision,,,0
decision_Italy_181,Italy_181,Decision,,,0
decision_Italy_172,Italy_172,Decision,,20000.0,0
decision_Italy_178,Italy_178,Decision,2023.0,100000.0,0
decision_Italy_177,Italy_177,Decision,2023.0,10000.0,0
decision_Italy_179,Italy_179,Decision,2023.0,0.0,0
decision_Italy_180,Italy_180,Decision,,40000.0,0
decision_Italy_184,Italy_184,Decision,2023.0,10000.0,0
decision_Italy_182,Italy_182,Decision,,5000.0,0
decision_Italy_183,Italy_183,Decision,2023.0,1000.0,0
decision_Italy_189,Italy_189,Decision,,,0
decision_Italy_186,Italy_186,Decision,2023.0,90000.0,0
decision_Italy_191,Italy_191,Decision,,,0
decision_Italy_193,Italy_193,Decision,,,0
decision_Italy_190,Italy_190,Decision,,70000.0,0
decision_Italy_194,Italy_194,Decision,,20000.0,0
decision_Italy_195,Italy_195,Decision,2023.0,20000.0,0
decision_Italy_197,Italy_197,Decision,2023.0,1000.0,0
decision_Italy_198,Italy_198,Decision,2023.0,0.0,0
decision_Italy_196,Italy_196,Decision,,40000.0,0
decision_Italy_201,Italy_201,Decision,2023.0,0.0,0
decision_Italy_200,Italy_200,Decision,2023.0,0.0,0
decision_Italy_199,Italy_199,Decision,,10000.0,0
decision_Italy_203,Italy_203,Decision,2023.0,1000.0,0
decision_Italy_204,Italy_204,Decision,,500.0,0
decision_Italy_202,Italy_202,Decision,,60000.0,0
decision_Italy_205,Italy_205,Decision,2023.0,0.0,1
decision_Italy_207,Italy_207,Decision,,,0
decision_Italy_210,Italy_210,Decision,2024.0,20000.0,0
decision_Italy_209,Italy_209,Decision,,,0
decision_Italy_206,Italy_206,Decision,,,0
decision_Italy_208,Italy_208,Decision,,,0
decision_Italy_211,Italy_211,Decision,,2000.0,0
decision_Italy_212,Italy_212,Decision,,,0
decision_Italy_213,Italy_213,Decision,,,0
decision_Italy_215,Italy_215,Decision,2024.0,2800000.0,1
decision_Italy_214,Italy_214,Decision,2024.0,8000.0,1
decision_Italy_216,Italy_216,Decision,2024.0,800000.0,1
decision_Italy_217,Italy_217,Decision,,300000.0,0
decision_Italy_218,Italy_218,Decision,2024.0,15000.0,0
decision_Italy_219,Italy_219,Decision,2024.0,2000.0,0
decision_Italy_220,Italy_220,Decision,2024.0,5000.0,0
decision_Italy_224,Italy_224,Decision,2024.0,50000.0,0
decision_Italy_223,Italy_223,Decision,,70000.0,0
decision_Italy_225,Italy_225,Decision,,,0
decision_Italy_226,Italy_226,Decision,,0.0,0
decision_Italy_221,Italy_221,Decision,,,0
decision_Italy_222,Italy_222,Decision,,,0
decision_Italy_227,Italy_227,Decision,,0.0,0
decision_Italy_228,Italy_228,Decision,,,0
decision_Italy_231,Italy_231,Decision,,150000.0,0
decision_Italy_234,Italy_234,Decision,2024.0,25000.0,1
decision_Italy_230,Italy_230,Decision,2024.0,20000.0,0
decision_Italy_235,Italy_235,Decision,2024.0,3000.0,0
decision_Italy_233,Italy_233,Decision,,10000.0,0
decision_Italy_229,Italy_229,Decision,,271000.0,0
decision_Italy_232,Italy_232,Decision,,100000.0,0
decision_Italy_236,Italy_236,Decision,2024.0,6000.0,0
decision_Italy_240,Italy_240,Decision,2024.0,0.0,0
decision_Italy_239,Italy_239,Decision,,,0
decision_Italy_238,Italy_238,Decision,2024.0,20000.0,0
decision_Italy_242,Italy_242,Decision,2024.0,0.0,0
decision_Italy_237,Italy_237,Decision,,30000.0,0
decision_Italy_241,Italy_241,Decision,,30000.0,0
decision_Italy_243,Italy_243,Decision,2024.0,75000.0,1
decision_Italy_244,Italy_244,Decision,,,0
decision_Italy_247,Italy_247,Decision,2024.0,4500.0,0
decision_Italy_245,Italy_245,Decision,,,0
decision_Italy_246,Italy_246,Decision,,120000.0,0
decision_Italy_250,Italy_250,Decision,,,0
decision_Italy_251,Italy_251,Decision,,,0
decision_Italy_249,Italy_249,Decision,,,0
decision_Italy_248,Italy_248,Decision,,,0
decision_Italy_252,Italy_252,Decision,,,0
decision_Italy_258,Italy_258,Decision,2024.0,4000.0,0
decision_Italy_257,Italy_257,Decision,,10000.0,0
decision_Italy_255,Italy_255,Decision,2024.0,1000000.0,0
decision_Italy_254,Italy_254,Decision,,,0
decision_Italy_253,Italy_253,Decision,,,0
decision_Italy_256,Italy_256,Decision,,250000.0,0
decision_Italy_259,Italy_259,Decision,,,0
decision_Italy_263,Italy_263,Decision,,,0
decision_Italy_262,Italy_262,Decision,2024.0,80000.0,0
decision_Italy_261,Italy_261,Decision,2024.0,5000000.0,0
decision_Italy_266,Italy_266,Decision,2024.0,22000.0,1
decision_Italy_265,Italy_265,Decision,,0.0,0
decision_Italy_264,Italy_264,Decision,,,0
decision_Italy_260,Italy_260,Decision,,,0
decision_Italy_268,Italy_268,Decision,2024.0,8000.0,0
decision_Italy_271,Italy_271,Decision,2024.0,4000.0,0
decision_Italy_269,Italy_269,Decision,,,0
decision_Italy_267,Italy_267,Decision,,900000.0,0
decision_Italy_270,Italy_270,Decision,2024.0,0.0,0
decision_Italy_274,Italy_274,Decision,,4000.0,0
decision_Italy_273,Italy_273,Decision,2024.0,0.0,1
decision_Italy_272,Italy_272,Decision,,10000.0,0
decision_Italy_275,Italy_275,Decision,,,0
decision_Italy_276,Italy_276,Decision,,,0
decision_Italy_277,Italy_277,Decision,,,0
decision_Italy_281,Italy_281,Decision,2024.0,0.0,0
decision_Italy_283,Italy_283,Decision,2024.0,17000.0,0
decision_Italy_278,Italy_278,Decision,,,0
decision_Italy_282,Italy_282,Decision,,,0
decision_Italy_279,Italy_279,Decision,,,0
decision_Italy_285,Italy_285,Decision,2024.0,60000.0,0
decision_Italy_280,Italy_280,Decision,2024.0,5000000.0,0
decision_Italy_286,Italy_286,Decision,,,0
decision_Italy_284,Italy_284,Decision,2024.0,5000.0,0
decision_Italy_288,Italy_288,Decision,2024.0,25000.0,1
decision_Italy_289,Italy_289,Decision,2024.0,678897.0,0
decision_Italy_291,Italy_291,Decision,,0.0,0
decision_Italy_287,Italy_287,Decision,,15000000.0,0
decision_Italy_290,Italy_290,Decision,2024.0,0.0,0
decision_Italy_293,Italy_293,Decision,2024.0,10000.0,1
decision_Italy_294,Italy_294,Decision,2024.0,20000.0,0
decision_Italy_292,Italy_292,Decision,,0.0,0
decision_Italy_297,Italy_297,Decision,2024.0,6000.0,0
decision_Italy_298,Italy_298,Decision,2024.0,6000.0,0
decision_Italy_299,Italy_299,Decision,2024.0,5000.0,1
decision_Italy_295,Italy_295,Decision,,,0
decision_Italy_300,Italy_300,Decision,,10000.0,0
decision_Italy_296,Italy_296,Decision,,892738.0,0
decision_Italy_301,Italy_301,Decision,,20000.0,0
decision_Italy_302,Italy_302,Decision,,,0
decision_Italy_304,Italy_304,Decision,,70000.0,0
decision_Italy_303,Italy_303,Decision,,10000.0,0
decision_Italy_307,Italy_307,Decision,2025.0,50000.0,0
decision_Italy_310,Italy_310,Decision,,0.0,0
decision_Italy_306,Italy_306,Decision,2025.0,8000.0,0
decision_Italy_309,Italy_309,Decision,,,0
decision_Italy_308,Italy_308,Decision,,6000.0,0
decision_Italy_305,Italy_305,Decision,,100000.0,0
decision_Italy_312,Italy_312,Decision,,,0
decision_Italy_313,Italy_313,Decision,,,0
decision_Italy_311,Italy_311,Decision,,,0
decision_Italy_314,Italy_314,Decision,,,0
decision_Italy_316,Italy_316,Decision,,0.0,0
decision_Italy_315,Italy_315,Decision,,80000.0,0
decision_Ireland_2,Ireland_2,Decision,,,0
decision_Ireland_5,Ireland_5,Decision,,0.0,0
decision_Ireland_1,Ireland_1,Decision,,,0
decision_Ireland_3,Ireland_3,Decision,,,0
decision_Ireland_4,Ireland_4,Decision,,,0
decision_Ireland_6,Ireland_6,Decision,,,0
decision_Ireland_7,Ireland_7,Decision,,75000.0,1
decision_Ireland_13,Ireland_13,Decision,,125000.0,1
decision_Ireland_11,Ireland_11,Decision,,,0
decision_Ireland_10,Ireland_10,Decision,,0.0,0
