decision_id,fine_imposed,fine_amount_log,fine_category,severe_measures,remedy_only,article5_violation,rights_violation,enforcement_outcome,fine_amount_log_missing
Iceland_38,0,0.0,0,1,1,1,1,1,0
United Kingdom_35,0,0.0,0,1,1,0,1,1,0
Italy_150,1,6.90875477931522,1,1,0,1,1,2,0
Iceland_61,0,0.0,0,1,1,0,1,1,0
France_8,0,0.0,0,0,1,1,1,0,0
Spain_175,1,11.184435286790631,2,1,0,1,1,2,0
Spain_120,1,11.156264806643742,2,1,0,1,1,2,0
Spain_542,1,11.918397239722838,3,1,0,1,1,2,0
Poland_55,1,9.387019372783948,2,1,0,1,1,2,0
Luxembourg_25,0,0.0,0,0,0,0,1,0,0
Spain_4,1,9.952325334619427,2,1,0,1,1,2,0
Iceland_3,1,9.087155271405804,1,1,0,1,1,2,0
Spain_555,1,8.294299608857235,1,1,0,0,1,2,0
Spain_112,1,8.987321812850125,1,1,0,0,1,2,0
Spain_467,0,0.0,0,1,1,0,1,1,0
United Kingdom_50,0,0.0,0,1,1,1,1,1,0
Ireland_3,1,11.082157933374816,2,0,0,0,0,1,0
Iceland_39,0,0.0,0,1,1,1,1,1,0
Italy_118,1,13.815511557963774,3,1,0,1,1,2,0
Spain_630,0,0.0,0,0,0,0,1,0,0
Spain_499,0,0.0,0,1,1,1,0,1,0
Romania_35,1,8.512783482927537,1,0,0,0,0,1,0
Slovenia_9,0,0.0,0,0,0,0,1,0,0
Sweden_52,0,0.0,0,1,1,1,1,1,0
Sweden_44,0,0.0,0,1,1,0,1,1,0
Romania_139,1,7.600802454541749,1,1,0,1,1,2,0
Norway_38,1,8.400884069015854,1,1,0,1,0,2,0
Romania_1,1,6.2015228588735365,1,1,0,1,1,2,0
Slovenia_16,0,0.0,0,0,0,0,1,0,0
Slovenia_57,0,,-1,1,1,1,1,1,1
Spain_249,1,11.156264806643742,2,1,0,1,1,2,0
Italy_113,1,6.803505257608338,1,1,0,1,1,2,0
Greece_112,1,10.308985993422082,2,0,0,0,0,1,0
France_44,0,0.0,0,0,0,0,1,0,0
Malta_13,1,8.987321812850125,1,1,0,0,1,2,0
Spain_106,1,7.601402334583733,1,1,0,1,1,2,0
Greece_105,1,6.90875477931522,1,1,0,1,1,2,0
Spain_96,0,0.0,0,1,1,1,1,1,0
Spain_437,0,0.0,0,0,0,0,1,0,0
Ireland_42,1,16.648723960844016,4,1,0,1,0,2,0
Iceland_28,0,0.0,0,0,0,0,1,0,0
Netherlands_11,1,13.244582780038517,3,1,0,1,1,2,0
Romania_42,1,7.601402334583733,1,1,0,1,1,2,0
Finland_37,0,,-1,0,1,1,1,0,1
Spain_324,1,9.105090961257085,1,1,0,1,1,2,0
France_39,1,13.304686600863562,3,1,0,1,1,2,0
Norway_60,1,13.005831808336863,3,1,0,1,1,2,0
Poland_22,1,12.710861897004365,3,1,0,1,1,2,0
Spain_588,0,0.0,0,0,1,0,1,0,0
Spain_623,1,10.34177474101152,2,0,0,0,0,1,0
Spain_565,1,8.699681400989514,1,1,0,1,0,2,0
Greece_62,0,,-1,0,0,0,0,0,1
Slovenia_34,0,0.0,0,0,0,1,1,0,0
Spain_351,1,9.61587214452889,2,1,0,1,1,2,0
Hungary_38,1,6.660575149839686,1,0,0,0,0,1,0
Italy_10,0,,-1,0,0,0,0,0,1
Romania_97,1,8.517393171418904,1,0,0,0,0,1,0
Iceland_62,0,0.0,0,0,0,0,1,0,0
Spain_492,1,8.77971129020447,1,1,0,1,1,2,0
Italy_151,0,0.0,0,1,1,1,1,1,0
Romania_152,1,9.610015416638706,2,1,0,1,1,2,0
Ireland_33,0,,-1,0,0,0,0,0,1
Romania_40,1,7.601402334583733,1,1,1,0,1,2,0
Spain_343,1,8.987321812850125,1,1,0,1,1,2,0
Italy_311,1,11.51293546492023,2,0,0,0,0,1,0
Ireland_45,1,15.520258832020865,4,0,0,0,0,1,0
Spain_381,0,0.0,0,1,1,1,0,1,0
Norway_54,1,12.08954444723597,3,1,0,1,1,2,0
Spain_596,0,0.0,0,0,1,0,1,0,0
Italy_163,0,0.0,0,1,1,1,1,1,0
Romania_128,1,9.90353755128617,2,1,0,1,1,2,0
Italy_277,0,0.0,0,1,1,1,1,1,0
Poland_34,1,10.513280297700861,2,1,0,1,1,2,0
Spain_319,0,0.0,0,1,1,1,1,1,0
Hungary_46,1,10.165890277802454,2,1,0,1,1,2,0
Romania_136,1,10.122120948372451,2,1,0,1,0,2,0
Hungary_25,1,8.962007209588313,1,1,0,1,1,2,0
Spain_488,0,0.0,0,1,1,1,0,1,0
Spain_264,1,11.51293546492023,2,1,0,1,1,2,0
Italy_233,1,9.210440366976517,1,1,0,0,1,2,0
United Kingdom_41,1,10.283669040109793,2,1,0,1,1,2,0
Ireland_14,1,13.122365377402328,3,1,0,1,1,2,0
Italy_195,1,9.90353755128617,2,1,0,1,1,2,0
Spain_561,1,8.006700845440367,1,1,0,1,1,2,0
Finland_15,0,0.0,0,1,1,1,1,1,0
Spain_139,1,7.601402334583733,1,1,0,1,1,2,0
Romania_21,1,8.006700845440367,1,1,0,1,1,2,0
Spain_292,1,11.002116507732017,2,1,0,1,1,2,0
Iceland_16,0,0.0,0,1,1,1,1,1,0
Spain_219,1,13.122365377402328,3,0,0,0,0,1,0
Iceland_15,0,,-1,0,0,0,1,0,1
Spain_328,1,8.699681400989514,1,1,0,1,1,2,0
Spain_595,0,0.0,0,0,1,1,1,0,0
Italy_186,1,11.407576060361786,2,1,0,1,1,2,0
Italy_136,1,1.791759469228055,1,1,1,1,1,2,0
Spain_295,0,0.0,0,1,1,1,1,1,0
Spain_509,1,9.90353755128617,2,1,0,1,1,2,0
Romania_30,1,7.601402334583733,1,1,0,1,1,2,0
Romania_32,1,6.2166061010848646,1,1,0,1,1,2,0
Romania_103,1,6.90875477931522,1,1,0,1,1,2,0
Ireland_23,0,,-1,0,0,0,1,0,1
Poland_56,1,12.706850963741102,3,1,0,1,1,2,0
Iceland_46,0,0.0,0,0,0,0,1,0,0
Spain_564,1,8.987321812850125,1,1,0,1,1,2,0
Norway_5,1,11.578722568760277,3,1,0,1,1,2,0
Italy_223,1,11.156264806643742,2,1,0,1,1,2,0
Romania_127,1,8.006700845440367,1,1,0,1,1,2,0
United Kingdom_63,1,12.04355959836804,3,0,0,0,0,1,0
Finland_10,1,6.411818267709897,1,1,0,1,0,2,0
Greece_57,1,5.351858133476067,1,1,1,1,1,2,0
Spain_127,1,7.313886831633462,1,1,0,1,1,2,0
Latvia_8,1,6.68586094706836,1,0,0,0,0,1,0
Spain_454,1,10.819798284210286,2,1,0,1,0,2,0
Italy_202,1,11.002116507732017,2,1,0,1,1,2,0
Italy_209,1,8.987321812850125,1,1,0,1,1,2,0
Slovenia_75,0,0.0,0,0,0,0,1,0,0
Spain_53,1,5.707110264748875,1,1,0,1,1,2,0
Spain_94,0,0.0,0,0,1,0,1,0,0
Netherlands_33,1,19.48539148439307,4,1,0,0,1,2,0
Latvia_4,0,0.0,0,1,1,1,1,1,0
Netherlands_12,1,9.61587214452889,2,1,0,1,1,2,0
Romania_141,1,8.001689978099135,1,1,0,1,1,2,0
Greece_27,1,6.90875477931522,1,1,0,1,1,2,0
Italy_168,1,10.613024681075675,2,1,0,1,1,2,0
Ireland_12,0,,-1,0,0,0,1,0,1
Italy_194,1,9.90353755128617,2,1,0,1,1,2,0
Spain_439,1,7.0909098220799835,1,1,0,1,0,2,0
Spain_552,1,11.002116507732017,2,1,0,1,1,2,0
Spain_293,1,15.424948670398354,4,1,0,1,1,2,0
Germany_32,1,13.710151153416941,3,1,0,1,1,2,0
Slovenia_25,0,0.0,0,0,0,0,1,0,0
Norway_22,0,0.0,0,1,1,1,1,1,0
Slovenia_64,0,0.0,0,1,1,1,1,1,0
Spain_411,1,8.294299608857235,1,1,0,1,1,2,0
Greece_93,0,,-1,0,0,0,0,0,1
Spain_2,0,0.0,0,1,1,1,1,1,0
Italy_161,1,13.122365377402328,3,1,0,1,1,2,0
Italy_262,1,11.289794413577894,2,1,0,1,1,2,0
Spain_251,1,4.330733340286331,1,1,0,1,0,2,0
Spain_201,1,8.006700845440367,1,1,0,1,1,2,0
Spain_393,1,11.51293546492023,2,1,0,1,1,2,0
Luxembourg_10,1,8.936035096566041,1,1,0,1,1,2,0
Italy_316,0,0.0,0,1,1,1,1,1,0
Spain_493,0,0.0,0,1,1,1,1,1,0
Italy_47,0,,-1,1,1,1,1,1,1
Italy_144,0,0.0,0,1,1,1,1,1,0
Finland_39,0,0.0,0,1,1,1,1,1,0
Norway_59,1,12.782688818818986,3,1,0,1,1,2,0
Italy_224,1,10.819798284210286,2,1,0,1,1,2,0
Italy_155,1,10.819798284210286,2,1,0,1,1,2,0
Spain_274,0,0.0,0,1,1,1,1,1,0
Spain_352,1,4.330733340286331,1,1,0,1,1,2,0
Greece_99,1,10.819798284210286,2,1,0,1,1,2,0
Italy_82,1,10.819798284210286,2,1,0,1,1,2,0
Ireland_41,1,19.00846741441004,4,0,0,0,1,1,0
Poland_31,1,11.306226826800692,2,1,0,1,1,2,0
Greece_124,0,0.0,0,0,1,1,1,0,0
Iceland_71,0,0.0,0,1,1,0,1,1,0
France_59,0,0.0,0,0,0,0,1,0,0
Hungary_50,1,1.0367368849500223,1,0,0,0,0,1,0
Spain_490,1,8.699681400989514,1,1,0,0,1,2,0
Luxembourg_23,1,9.433563920090563,2,1,0,1,1,2,0
United Kingdom_24,0,0.0,0,1,1,1,1,1,0
Norway_81,0,0.0,0,0,1,0,1,0,0
Spain_281,1,1.9459101490553132,1,1,0,0,1,2,0
Italy_54,1,14.77102238760702,4,1,0,1,1,2,0
Italy_237,1,10.308985993422082,2,1,0,0,1,2,0
Norway_61,0,,-1,0,0,0,1,0,1
Slovenia_60,0,,-1,0,0,0,0,0,1
Greece_82,1,9.61587214452889,2,1,0,1,1,2,0
Spain_90,1,12.611541086966115,3,1,0,1,1,2,0
Spain_606,0,0.0,0,0,1,1,1,0,0
Italy_213,1,18.186313213789617,4,1,0,1,0,2,0
Romania_71,1,8.294299608857235,1,1,0,1,1,2,0
Italy_94,0,0.0,0,0,1,1,1,0,0
Netherlands_23,1,11.918397239722838,3,1,0,1,1,2,0
Italy_200,0,0.0,0,1,1,1,1,1,0
Iceland_32,0,0.0,0,0,0,0,1,0,0
Slovenia_19,0,0.0,0,0,0,0,0,0,0
Norway_64,0,0.0,0,1,1,1,1,1,0
Romania_60,1,6.904168855446716,1,1,0,0,1,2,0
Iceland_79,0,0.0,0,0,0,0,1,0,0
Greece_48,1,5.017279836814924,1,1,0,0,1,2,0
Romania_77,1,8.507142855562735,1,1,0,1,1,2,0
Spain_121,1,9.210440366976517,1,1,0,1,1,2,0
Spain_375,1,10.308985993422082,2,1,0,1,0,2,0
Spain_350,1,8.517393171418904,1,1,0,0,1,2,0
Spain_559,1,8.006700845440367,1,1,0,1,1,2,0
Spain_114,1,10.819798284210286,2,1,0,1,0,2,0
Iceland_21,0,0.0,0,0,1,0,1,0,0
Norway_67,1,12.312686874960354,3,1,0,1,0,2,0
Greece_58,1,1.791759469228055,1,0,0,0,0,1,0
Spain_442,1,10.819798284210286,2,1,0,1,1,2,0
Sweden_47,0,0.0,0,1,1,0,1,1,0
Spain_611,0,0.0,0,0,1,0,1,0,0
Slovenia_24,0,0.0,0,0,0,0,1,0,0
Spain_236,1,12.100717685412471,3,1,0,0,1,2,0
Romania_13,1,8.294299608857235,1,1,0,1,1,2,0
Sweden_8,1,9.76428295481558,2,0,0,0,0,1,0
Netherlands_36,1,8.699681400989514,1,1,0,1,1,2,0
Spain_18,0,0.0,0,0,0,0,1,0,0
Spain_618,0,,-1,1,1,1,1,1,1
Iceland_47,0,0.0,0,1,1,1,1,1,0
France_34,1,12.611541086966115,3,1,0,1,1,2,0
Spain_468,1,14.058457520888082,4,1,0,1,1,2,0
Italy_264,1,9.210440366976517,1,1,0,1,1,2,0
Iceland_92,0,0.0,0,1,1,1,1,1,0
Portugal_10,1,12.04355959836804,3,1,0,1,1,2,0
Iceland_95,1,10.839600519357369,2,1,0,1,1,2,0
Slovenia_63,0,0.0,0,0,0,1,0,0,0
Finland_30,1,10.12667110305036,2,1,0,1,1,2,0
France_37,1,14.220976332738882,4,1,0,1,0,2,0
Italy_177,1,9.210440366976517,1,1,0,1,1,2,0
Spain_415,1,10.819798284210286,2,1,0,1,0,2,0
Luxembourg_24,0,0.0,0,1,1,0,1,1,0
Spain_241,1,8.517393171418904,1,1,0,1,1,2,0
Spain_99,0,0.0,0,0,0,0,1,0,0
Spain_214,0,0.0,0,0,1,1,1,0,0
Italy_29,1,7.601402334583733,1,1,0,1,1,2,0
Italy_145,1,5.707110264748875,1,1,0,1,1,2,0
Norway_79,0,0.0,0,0,0,0,1,0,0
Romania_83,1,7.601402334583733,1,0,0,0,0,1,0
Spain_609,0,,-1,0,0,0,0,0,1
Spain_196,0,0.0,0,0,0,1,1,0,0
Hungary_27,1,7.170888478512505,1,1,0,1,1,2,0
Italy_167,1,12.388398368982115,3,1,0,1,1,2,0
Greece_41,1,8.517393171418904,1,1,0,1,1,2,0
Norway_80,0,0.0,0,0,0,0,1,0,0
Italy_228,1,11.225256725762893,2,1,0,1,1,2,0
Germany_17,1,6.90875477931522,1,0,0,0,1,1,0
Italy_66,1,17.093182623590266,4,1,0,1,1,2,0
Italy_303,1,9.210440366976517,1,1,0,1,1,2,0
Norway_26,1,8.806274284781725,1,1,0,1,1,2,0
Spain_235,1,6.90875477931522,1,1,0,1,0,2,0
Norway_66,0,0.0,0,0,0,0,1,0,0
Sweden_32,0,0.0,0,1,1,0,1,1,0
Spain_72,0,0.0,0,1,1,1,1,1,0
Slovenia_40,0,,-1,0,0,0,0,0,1
Spain_421,1,10.165890277802454,2,1,0,1,1,2,0
Spain_496,0,0.0,0,1,1,1,1,1,0
Italy_51,0,,-1,1,1,1,1,1,1
United Kingdom_30,0,0.0,0,1,1,1,1,1,0
Romania_78,1,7.59653292702414,1,1,0,1,1,2,0
Spain_387,1,9.90353755128617,2,1,0,1,1,2,0
Spain_199,1,6.398594934535208,1,1,0,1,1,2,0
Sweden_53,1,14.98458162093638,4,1,0,1,1,2,0
Poland_20,1,10.043292972227004,2,1,0,1,1,2,0
Italy_32,1,9.210440366976517,1,1,0,1,1,2,0
Iceland_50,0,0.0,0,1,1,1,1,1,0
Italy_143,1,8.517393171418904,1,1,0,1,1,2,0
Spain_220,1,6.2166061010848646,1,1,0,1,1,2,0
Italy_13,1,8.006700845440367,1,1,0,1,1,2,0
Romania_86,1,6.90875477931522,1,1,0,1,0,2,0
Romania_5,1,6.2166061010848646,1,1,0,1,1,2,0
France_69,1,11.918397239722838,3,1,0,1,0,2,0
Spain_210,1,12.206077645517674,3,1,0,1,1,2,0
Spain_186,0,0.0,0,0,0,0,1,0,0
Greece_2,0,,-1,0,0,0,1,0,1
Spain_427,1,6.803505257608338,1,1,0,1,1,2,0
Spain_403,1,4.330733340286331,1,1,0,1,1,2,0
Greece_37,0,0.0,0,1,1,0,1,1,0
Hungary_34,1,11.418625774449596,2,1,0,1,1,2,0
Italy_296,1,6.795412667344654,1,1,0,1,1,2,0
Romania_70,1,7.824445930877619,1,1,0,1,1,2,0
Hungary_19,1,9.472781556562168,2,1,1,1,1,2,0
Ireland_22,1,10.596659732783579,2,0,0,0,1,1,0
Spain_349,0,0.0,0,1,1,1,0,1,0
Spain_63,1,9.210440366976517,1,1,0,1,1,2,0
Italy_207,1,8.517393171418904,1,1,0,0,1,2,0
Romania_59,1,4.61512051684126,1,1,0,1,1,2,0
Ireland_19,0,0.0,0,1,1,1,1,1,0
Spain_180,1,10.645448706505872,2,1,0,1,1,2,0
Latvia_1,1,6.90875477931522,1,1,0,1,1,2,0
United Kingdom_23,1,13.279368835614243,3,1,0,1,0,2,0
Netherlands_26,1,13.171155446333852,3,1,0,1,1,2,0
Italy_48,0,0.0,0,0,0,1,1,0,0
Iceland_68,0,0.0,0,0,0,0,1,0,0
Romania_121,1,1.791759469228055,1,1,0,1,0,2,0
Italy_253,0,0.0,0,1,1,1,1,1,0
Spain_245,0,0.0,0,1,1,1,1,1,0
Netherlands_22,1,13.038983942375959,3,1,0,1,0,2,0
Romania_16,1,8.006700845440367,1,1,1,1,1,2,0
Spain_438,1,11.225256725762893,2,1,0,1,1,2,0
Spain_398,1,11.002116507732017,2,1,0,1,1,2,0
Spain_91,1,1.791759469228055,1,1,0,1,1,2,0
Italy_306,1,8.987321812850125,1,1,0,1,1,2,0
Italy_307,1,10.819798284210286,2,1,0,1,1,2,0
Spain_603,0,0.0,0,0,1,0,1,0,0
Finland_38,1,10.859018228147887,2,1,0,1,1,2,0
United Kingdom_17,1,14.195658541848598,4,1,0,1,1,2,0
Hungary_3,0,0.0,0,0,0,0,0,0,0
Finland_24,0,0.0,0,0,1,1,1,0,0
Spain_110,1,9.210440366976517,1,1,0,1,0,2,0
Romania_163,1,7.601402334583733,1,1,0,1,1,2,0
Spain_556,1,9.90353755128617,2,1,0,1,1,2,0
Italy_291,0,0.0,0,1,1,1,1,1,0
Spain_289,0,0.0,0,1,1,1,1,1,0
Romania_90,1,7.596151190116595,1,0,0,0,0,1,0
Norway_41,1,10.010142230404668,2,1,0,1,1,2,0
Spain_320,0,0.0,0,1,1,1,1,1,0
Italy_110,1,10.596659732783579,2,1,0,0,1,2,0
France_27,0,,-1,0,1,0,1,0,1
Italy_254,0,,-1,1,1,1,1,1,1
Spain_342,1,10.12667110305036,2,1,0,1,1,2,0
Greece_81,1,6.90875477931522,1,1,0,1,1,2,0
Italy_204,1,6.2166061010848646,1,1,0,1,1,2,0
Iceland_9,0,0.0,0,1,1,1,1,1,0
Italy_286,1,8.517393171418904,1,1,0,1,1,2,0
Iceland_42,1,10.068408594649915,2,1,0,1,0,2,0
Spain_269,0,0.0,0,1,1,0,1,1,0
Spain_308,1,10.691967639914864,2,1,0,1,1,2,0
Italy_276,0,0.0,0,0,1,1,1,0,0
Romania_18,1,8.517393171418904,1,1,0,1,1,2,0
Lithuania_2,1,9.61587214452889,2,1,0,1,0,2,0
Romania_154,1,6.90875477931522,1,1,0,0,1,2,0
Spain_412,1,7.496097345175956,1,1,0,1,1,2,0
Italy_141,0,0.0,0,1,1,0,1,1,0
United Kingdom_62,1,12.36308066783498,3,1,0,0,1,2,0
Greece_56,1,9.90353755128617,2,1,0,1,1,2,0
Romania_125,1,6.90875477931522,1,1,0,1,1,2,0
Italy_211,1,7.601402334583733,1,1,0,1,1,2,0
Greece_63,0,0.0,0,1,1,1,1,1,0
Greece_31,1,8.517393171418904,1,0,0,0,0,1,0
Italy_287,1,16.52356082573315,4,1,0,1,1,2,0
Slovenia_33,0,0.0,0,0,0,0,1,0,0
Italy_72,1,9.210440366976517,1,1,0,1,1,2,0
Spain_191,1,10.596659732783579,2,1,0,1,1,2,0
Spain_183,0,,-1,1,1,1,1,1,1
United Kingdom_54,1,11.669937760751914,3,0,0,0,1,1,0
Romania_157,1,7.601402334583733,1,1,1,0,1,2,0
Spain_280,0,0.0,0,0,0,0,1,0,0
Spain_212,1,10.819798284210286,2,1,0,1,0,2,0
Spain_32,0,0.0,0,0,0,0,1,0,0
Romania_8,1,10.085850775128717,2,0,0,0,0,1,0
Spain_574,1,7.496097345175956,1,1,0,1,1,2,0
Finland_27,0,0.0,0,0,0,0,1,0,0
Spain_495,1,11.156264806643742,2,1,0,1,1,2,0
Poland_24,1,9.99884318585288,2,1,0,1,0,2,0
United Kingdom_33,0,0.0,0,0,1,0,1,0,0
Germany_31,0,0.0,0,1,0,1,1,1,0
Romania_29,1,6.90875477931522,1,1,0,1,0,2,0
Romania_120,0,0.0,0,1,1,1,0,1,0
Spain_77,0,0.0,0,0,0,0,1,0,0
Italy_226,0,0.0,0,1,1,1,1,1,0
Slovenia_5,0,0.0,0,1,1,0,1,1,0
Netherlands_9,1,11.918397239722838,3,1,0,1,1,2,0
Spain_71,1,10.348205424565993,2,1,1,1,1,2,0
Spain_486,1,11.695255355062795,3,1,0,1,1,2,0
Romania_23,1,10.404293143019792,2,0,0,0,0,1,0
Spain_178,1,11.51293546492023,2,1,0,1,1,2,0
France_43,1,12.611541086966115,3,1,0,1,1,2,0
Italy_16,1,13.592368256649284,3,1,0,1,1,2,0
Slovenia_59,0,,-1,0,0,0,1,0,1
Hungary_44,1,7.170888478512505,1,0,0,0,1,1,0
Finland_5,1,9.680406499268875,2,0,0,0,0,1,0
France_25,0,0.0,0,1,1,0,1,1,0
Spain_446,0,0.0,0,1,1,0,1,1,0
Finland_43,0,0.0,0,1,1,1,1,1,0
Hungary_60,0,0.0,0,1,1,1,1,1,0
Greece_67,1,8.987321812850125,1,0,0,0,0,1,0
Greece_4,1,12.206077645517674,3,1,1,1,1,2,0
Romania_43,1,7.569576897499173,1,1,0,1,1,2,0
Spain_629,0,0.0,0,1,1,1,1,1,0
Germany_33,1,13.711693295323142,3,1,0,1,1,2,0
France_23,1,8.895766604056085,1,0,0,0,1,1,0
Netherlands_28,1,10.596659732783579,2,0,1,1,1,1,0
Romania_20,1,6.90875477931522,1,1,0,0,1,2,0
Hungary_5,1,6.255750041753367,1,1,0,1,1,2,0
Spain_56,0,0.0,0,0,0,0,1,0,0
Slovenia_44,0,0.0,0,0,0,0,1,0,0
Italy_305,1,11.51293546492023,2,1,0,1,1,2,0
Spain_140,1,12.429220196836383,3,1,0,1,1,2,0
Italy_135,1,10.819798284210286,2,1,0,1,1,2,0
Poland_61,1,13.386257701502586,3,1,0,1,1,2,0
Romania_165,1,8.517393171418904,1,1,0,1,1,2,0
Italy_102,1,7.601402334583733,1,1,0,0,1,2,0
Spain_273,0,0.0,0,1,1,1,1,1,0
Spain_282,1,8.517393171418904,1,1,0,1,0,2,0
Italy_55,1,9.90353755128617,2,1,0,1,1,2,0
United Kingdom_20,0,0.0,0,1,1,1,0,1,0
Romania_67,1,7.601402334583733,1,1,0,1,1,2,0
Italy_206,1,10.819798284210286,2,1,0,1,1,2,0
Italy_65,1,14.914123179965662,4,1,0,1,1,2,0
Hungary_8,1,7.8636512654486515,1,1,0,1,1,2,0
Romania_22,1,7.601402334583733,1,0,0,0,0,1,0
Italy_38,1,10.308985993422082,2,1,1,1,1,2,0
Spain_84,0,0.0,0,0,1,0,1,0,0
Italy_162,1,15.84775251982444,4,1,0,1,1,2,0
Romania_142,1,8.001689978099135,1,1,1,1,1,2,0
Spain_14,0,0.0,0,0,0,0,1,0,0
Finland_23,0,0.0,0,1,1,1,1,1,0
Spain_408,1,1.791759469228055,1,1,0,1,1,2,0
Norway_16,1,8.044305406990638,1,1,0,1,1,2,0
Ireland_27,1,20.9055873945737,4,0,0,0,1,1,0
Spain_323,1,7.601402334583733,1,1,0,1,1,2,0
Hungary_2,1,7.313886831633462,1,0,0,0,1,1,0
Romania_19,1,7.601402334583733,1,1,0,1,1,2,0
Spain_573,0,0.0,0,1,1,1,1,1,0
Italy_184,1,9.210440366976517,1,1,0,1,1,2,0
Poland_48,1,5.882988070771898,1,1,0,1,1,2,0
Italy_169,1,10.596659732783579,2,0,0,0,0,1,0
Spain_520,1,11.407576060361786,2,1,0,1,0,2,0
Spain_52,0,0.0,0,0,0,0,1,0,0
Greece_72,0,0.0,0,1,1,1,1,1,0
Sweden_34,0,0.0,0,1,1,1,0,1,0
Italy_45,1,15.320003201846868,4,1,0,1,1,2,0
Norway_36,0,0.0,0,1,1,1,0,1,0
Italy_95,1,10.165890277802454,2,1,0,1,1,2,0
Norway_58,0,0.0,0,0,0,0,1,0,0
Spain_49,1,10.085850775128717,2,1,0,1,1,2,0
Iceland_94,0,,-1,1,1,1,1,1,1
Romania_3,1,8.006700845440367,1,1,0,1,1,2,0
Romania_49,1,8.016093450874687,1,1,0,1,1,2,0
Italy_28,1,11.289794413577894,2,1,0,1,1,2,0
Spain_482,1,10.308985993422082,2,1,0,0,1,2,0
Ireland_10,0,0.0,0,1,1,1,1,1,0
Spain_362,1,11.225256725762893,2,1,0,1,1,2,0
Romania_44,1,7.5896392672633715,1,0,0,0,0,1,0
Hungary_14,0,0.0,0,1,1,0,1,1,0
Finland_18,0,0.0,0,1,1,1,1,1,0
United Kingdom_52,1,11.382258537274573,2,1,0,1,1,2,0
Spain_68,1,3.2188758248682006,1,1,0,1,1,2,0
Romania_150,1,8.517393171418904,1,1,0,1,1,2,0
Greece_12,0,,-1,0,0,0,1,0,1
Netherlands_32,0,0.0,0,1,1,1,1,1,0
Spain_13,0,0.0,0,0,0,0,1,0,0
Spain_577,1,11.51293546492023,2,1,0,1,1,2,0
Spain_101,1,11.156264806643742,2,1,0,1,1,2,0
Ireland_4,0,,-1,0,0,0,1,0,1
United Kingdom_56,1,11.507420339535736,2,1,0,0,1,2,0
Spain_301,1,11.790564777297387,3,1,0,1,1,2,0
Finland_26,0,0.0,0,0,0,0,1,0,0
Romania_14,1,8.276445594153667,1,1,0,1,1,2,0
Spain_472,0,0.0,0,1,1,1,1,1,0
Romania_41,1,8.289388795219834,1,1,0,1,0,2,0
Romania_76,1,7.596151190116595,1,1,0,1,1,2,0
Slovakia_1,0,0.0,0,1,1,0,1,1,0
Netherlands_8,1,8.922791623969637,1,1,0,1,0,2,0
Lithuania_12,1,14.684825818118206,4,1,0,1,1,2,0
Sweden_7,1,12.759960632315702,3,1,0,1,0,2,0
Spain_103,1,10.085850775128717,2,1,0,1,1,2,0
Spain_313,0,0.0,0,1,1,0,1,1,0
Spain_192,1,12.206077645517674,3,1,0,1,1,2,0
Sweden_46,0,,-1,0,0,0,1,0,1
Spain_608,0,,-1,0,0,0,0,0,1
France_12,0,0.0,0,0,1,1,0,0,0
Italy_46,0,0.0,0,1,1,1,1,1,0
Hungary_13,1,3.367295829986474,1,1,1,1,1,2,0
Iceland_18,0,,-1,0,0,0,0,0,1
Iceland_104,0,0.0,0,0,0,0,1,0,0
Italy_140,1,11.289794413577894,2,1,0,1,1,2,0
Spain_239,1,9.392745258631441,2,1,0,1,1,2,0
Spain_401,1,8.962007209588313,1,1,0,1,1,2,0
France_32,1,12.899222326086994,3,1,0,1,0,2,0
Poland_16,1,8.210939733379021,1,1,0,1,0,2,0
Iceland_76,0,0.0,0,0,0,0,1,0,0
Spain_197,1,10.491301994830229,2,1,1,1,1,2,0
Spain_126,1,11.51293546492023,2,1,0,1,1,2,0
Hungary_37,1,11.264476926102367,2,0,0,0,1,1,0
Iceland_54,1,11.267037714175425,2,1,0,1,1,2,0
Spain_338,1,11.225256725762893,2,1,0,1,1,2,0
Slovenia_28,0,0.0,0,0,0,0,1,0,0
Slovenia_61,1,8.741296282225147,1,1,0,1,1,2,0
Greece_54,1,3.58351893845611,1,1,1,1,1,2,0
Italy_132,0,0.0,0,1,1,1,0,1,0
Romania_110,1,9.45333360830287,2,1,0,1,1,2,0
Netherlands_39,1,10.308985993422082,2,1,0,1,1,2,0
Poland_11,0,,-1,0,0,0,0,0,1
Romania_84,1,1.087847893220922,1,1,0,0,1,2,0
Finland_9,1,6.411818267709897,1,1,0,1,1,2,0
Poland_5,1,10.054361440970256,2,1,0,0,1,2,0
France_42,1,13.592368256649284,3,1,0,1,1,2,0
Romania_6,1,8.006700845440367,1,1,0,1,1,2,0
Romania_100,1,7.601402334583733,1,1,0,0,1,2,0
Italy_260,1,9.210440366976517,1,0,0,0,0,1,0
Iceland_88,0,0.0,0,0,0,0,1,0,0
Spain_152,1,13.997832948091215,4,1,0,1,1,2,0
Spain_78,1,13.304686600863562,3,1,0,1,1,2,0
Ireland_44,1,20.088387566397234,4,1,0,1,1,2,0
France_48,1,17.50439003707821,4,1,0,1,1,2,0
United Kingdom_58,0,,-1,0,0,0,0,0,1
Spain_102,0,0.0,0,0,1,0,1,0,0
Finland_6,0,0.0,0,1,1,1,1,1,0
