outcome,feature_a,feature_b,importance
fine_log1p,decision_date_raw_2022_02_14,q36_text_UNCLEAR,0.00012745296861270083
fine_log1p,q41_aggrav_INTENT_NEGLIGENCE,q42_mitig_COOPERATION_WITH_AUTHORITY,0.00012740041468744433
fine_log1p,turnover_raw_168251493,q36_text_The_defendant_failed_to_respond_to_information_requests_from_the_Spanish_DPA_violating_Article_58_1_GDPR_investigative_powers_not_Articles_5_or_6,0.0001273946613459948
fine_log1p,raw_q36_Defendant_violated_accuracy_principle_by_maintaining_incorrect_address_data_and_failed_to_comply_with_data_erasure_request_under_Article_17,raw_q52_Fine_imposed_for_non_cooperation_with_DPA_investigation_no_specific_calculation_details_provided_beyond_the_fixed_amount_for_the_violation,0.00012739466134599456
fine_log1p,schema_echo_flag,q46_vuln_EMPLOYEES,0.00012739344022166026
fine_log1p,raw_q38_MISSING,raw_q48_NOT_DISCUSSED,0.00012739334303671964
fine_log1p,raw_q33_NO_BASIS_CLAIMED,raw_q50_COMPLIANCE_ORDER,0.00012738848038278767
fine_log1p,q25_sensitive_data_ARTICLE_9_SPECIAL_CATEGORY,raw_q43_YES_MATERIAL_HARM,0.00012738821352389063
fine_log1p,fine_raw_0,raw_q33_CONSENT,0.00012725678157709668
fine_log1p,raw_q36_STRING,raw_q68_Spanish_DPA_fined_Telef_nica_75_000_for_unlawful_processing_under_Article_6_GDPR_A_phone_line_portability_was_executed_without_valid_consent_due_to_human_error_in_verification_procedures_causing_loss_of_service_to_the_data_subject_The_DPA_found_no_lawful_basis_for_processing_personal_data,0.00012724191305743578
fine_log1p,country_code_ES,raw_q14_OVER_1B,0.00012705020586708035
fine_log1p,q31_violated_STORAGE_LIMITATION,fine_raw_0,0.00012701684947849802
fine_log1p,q67_tokens,q56_rights_discussed_ERASURE,0.0001270065468375233
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_excessive_images_of_public_roads_and_private_areas_without_justification_violating_data_minimization_principle_and_failed_to_provide_required_information_to_data_subjects,raw_q68_Profi_Rom_Food_Srl_fined_10_000_for_sharing_employee_ID_data_without_legal_basis_and_warned_for_security_failures_after_employee_leaked_video_data_via_WhatsApp_DPA_ordered_compliance_measures_and_training,0.00012684128142246228
fine_log1p,schema_echo_flag,raw_q60_NOT_DISCUSSED,0.00012682223680293044
fine_log1p,q10_org_class_LARGE_ENTERPRISE,q42_mitig_COOPERATION_WITH_AUTHORITY,0.00012681329345283997
fine_log1p,raw_q53_ADMINISTRATIVE_FINE,raw_q55_WITHIN_MONTH,0.0001267752483513125
fine_log1p,decision_date_raw_2021_12_13,q36_text_The_Cabinet_Office_violated_Article_5_1_f_by_failing_to_ensure_appropriate_security_of_personal_data_and_Article_32_1_by_lacking_appropriate_technical_and_organizational_measures_for_the_2020_New_Year_Honours_List_processing,0.00012675100501669692
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_images_beyond_private_property_violating_data_minimization_principle_under_Article_5_1_c_GDPR_by_processing_excessive_personal_data_not_strictly_necessary_for_security_purposes,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_CONNECTION_ACTIVITY_PROCESSING,0.0001267510050166969
fine_log1p,raw_q30_DATA_MINIMISATION,raw_q40_MONTHS,0.0001267075570628424
fine_log1p,q30_discussed_ACCOUNTABILITY,raw_q55_NOT_APPLICABLE,0.00012669328942905062
fine_log1p,q32_bases_LEGAL_OBLIGATION,raw_q66_YES_SOME_REFERENCES,0.0001266369973010351
fine_log1p,q10_org_class_SME,isic_desc_MISSING,0.00012656089195746
fine_log1p,raw_q36_The_City_Council_processed_personal_data_without_a_legal_basis_under_Article_6_GDPR_by_communicating_a_third_party_s_debt_to_the_claimant_and_requesting_his_data_from_INSS_failing_to_verify_the_marital_property_regime_beforehand,q54_scopes_unknown_MISSING,0.00012651886481744321
fine_log1p,q30_discussed_ACCOUNTABILITY,raw_q66_NO_REFERENCES,0.000126475470584588
fine_log1p,q32_bases_LEGITIMATE_INTERESTS,q57_rights_violated_INFORMATION_OBLIGATIONS,0.00012638685251890587
fine_log1p,raw_q36_The_City_Council_processed_personal_data_without_a_legal_basis_under_Article_6_GDPR_by_communicating_a_third_party_s_debt_to_the_claimant_and_requesting_his_data_from_INSS_failing_to_verify_the_marital_property_regime_beforehand,raw_q37_50000,0.00012638669346073765
fine_log1p,q64_transfer_violations_NO_ADEQUATE_SAFEGUARDS,q36_text_The_defendant_violated_Article_5_1_f_GDPR_by_sending_emails_without_using_blind_copy_disseminating_recipients_email_addresses_and_sometimes_names_surnames_failing_to_ensure_confidentiality,0.00012638669346073765
fine_log1p,remedy_only_case,raw_q50_COMPLIANCE_ORDER,0.00012628205510422378
fine_log1p,q42_mitig_NONE,raw_q32_CONSENT,0.00012620980254867323
fine_log1p,raw_q36_Defendant_violated_data_minimization_and_storage_limitation_by_excessively_collecting_and_storing_personal_data_including_scanned_documents_beyond_necessity_failed_to_properly_manage_erasure_requests_and_provide_adequate_responses,raw_q68_A_company_used_a_video_surveillance_system_with_audio_recording_to_monitor_an_employee_leading_to_dismissal_the_Spanish_DPA_found_no_lawful_basis_under_Article_6_GDPR_for_voice_data_processing_imposed_a_6_000_fine_and_ordered_compliance_within_one_month_citing_disproportionality_and_Constitutional_Court_doctrine,0.00012620210380812728
fine_log1p,q21_breach_types_CYBER_ATTACK,raw_q48_UNCLEAR,0.0001260198220318926
fine_log1p,raw_q36_Defendant_violated_Article_13_GDPR_by_lacking_a_privacy_policy_on_its_website_failing_to_provide_required_information_to_data_subjects_Also_violated_LSSI_Article_22_2_by_not_having_a_cookies_policy_or_obtaining_consent_for_cookies,raw_q68_Non_binding_opinion_addressing_employer_processing_of_employee_COVID_19_test_data_and_health_card_numbers_discusses_legal_bases_under_GDPR_Article_6_and_9_emphasizes_problematic_consent_in_employment_contexts_references_EDPB_guidelines_and_advises_on_purpose_limitation_and_data_minimization_principles,0.00012599542124560757
fine_log1p,raw_q20_NOT_DISCUSSED,q57_rights_violated_known_RECTIFICATION_INFORMATION_OBLIGATIONS,0.00012591147397131481
fine_log1p,raw_q10_PUBLIC_SECTOR_BODY,raw_q40_NOT_SPECIFIED,0.00012589124035174897
fine_log1p,data_subjects_notified_note_direct,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_CONNECTION_ACTIVITY_PROCESSING,0.00012582262832551503
fine_log1p,decision_date_raw_2021_12_13,q64_transfer_violations_known_MISSING,0.00012582262832551503
fine_log1p,q52_tokens,q56_rights_discussed_DATA_PORTABILITY,0.00012581937043038664
fine_log1p,raw_q36_Defendant_violated_Article_13_GDPR_by_lacking_a_privacy_policy_on_its_website_failing_to_provide_required_information_to_data_subjects_Also_violated_LSSI_Article_22_2_by_not_having_a_cookies_policy_or_obtaining_consent_for_cookies,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_TECHNICAL_ORGANIZATIONAL_MEASURES,0.00012580522829658806
fine_log1p,decision_date_raw_2021_04_06,q36_text_The_defendant_disclosed_personal_data_including_ethnic_origin_without_legal_basis_and_failed_to_implement_adequate_security_measures_for_video_surveillance_data,0.00012580522829658803
fine_log1p,raw_q1_ISO_3166_1_ALPHA_2_ES,raw_q10_NOT_MENTIONED,0.0001254594178100734
fine_log1p,q21_breach_types_ORGANIZATIONAL_FAILURE,q31_violated_LAWFULNESS_FAIRNESS_TRANSPARENCY,0.00012543055740162672
fine_log1p,q31_violated_LAWFULNESS_FAIRNESS_TRANSPARENCY,raw_q38_MISSING,0.0001253924719873921
fine_log1p,q52_text_Initial_fine_of_50_000_reduced_to_40_000_due_to_voluntary_payment_Aggravating_factor_negligence_in_identity_verification_Mitigating_factor_immediate_cancellation_of_services_and_debt_payment,raw_q68_Polish_DPA_fined_Chief_National_Surveyor_12_732_for_failing_to_notify_a_48_hour_disclosure_of_land_register_numbers_personal_data_on_its_website_and_not_informing_data_subjects_despite_explicit_DPA_instruction_violations_were_intentional_and_repeat_offenses,0.0001253711657674432
fine_log1p,q52_text_No_fine_was_imposed_due_to_the_public_sector_status_of_the_defendant_corrective_measures_were_ordered_instead_considering_the_nature_of_the_violations_and_the_defendant_s_cooperation_and_mitigation_actions,raw_q68_A_Spanish_cafe_bar_was_fined_2000_for_installing_a_video_surveillance_camera_that_captured_images_of_third_parties_in_a_transit_area_without_justification_violating_GDPR_Article_5_1_c_on_data_minimization_with_aggravating_factors_including_prior_infringement_and_lack_of_cooperation,0.00012537116576744314
fine_log1p,decision_year,q30_discussed_LAWFULNESS_FAIRNESS_TRANSPARENCY,0.00012505479799785628
fine_log1p,raw_q36_Defendant_violated_Article_5_1_f_GDPR_by_failing_to_ensure_confidentiality_of_personal_data_in_a_mediation_report_and_Article_32_GDPR_by_lacking_appropriate_security_measures_to_prevent_unauthorized_disclosure,raw_q68_Natural_person_operated_website_publishing_personal_data_of_383_individuals_without_lawful_basis_fined_150_EUR_for_violating_Articles_5_1_a_f_and_6_1_a_GDPR,0.0001246783833863007
fine_log1p,q56_rights_discussed_NONE_DISCUSSED,raw_q50_COMPLIANCE_ORDER,0.00012449642983522404
fine_log1p,q15_case_initiation_COMPLAINT,q41_aggrav_NONE,0.00012419132490979027
fine_log1p,decision_year,raw_q60_NOT_DISCUSSED,0.00012417569490662974
fine_log1p,q52_text_The_fine_was_set_at_20_000_reduced_to_16_000_for_voluntary_payment_Aggravating_factors_included_nature_gravity_affecting_500_employees_negligence_in_not_conducting_DPIA_and_lack_of_organizational_measures_No_mitigating_factors_were_applied,raw_q28_NOT_DISCUSSED,0.00012408977980807849
fine_log1p,q57_rights_violated_INFORMATION_OBLIGATIONS,raw_q45_FULL_COOPERATION,0.00012402633922741193
fine_log1p,q10_org_class_NON_PROFIT,raw_q3_NOT_DISCUSSED,0.0001238603915351411
fine_log1p,remedy_only_case,fine_raw_0,0.0001238482732328622
fine_log1p,q32_bases_NONE_DISCUSSED,raw_q47_IMMEDIATE_CESSATION,0.00012380781267839423
fine_log1p,raw_q33_NOT_APPLICABLE,raw_q48_UNCLEAR,0.00012365819576448553
fine_log1p,q52_text_Fines_imposed_for_violations_of_accuracy_security_and_erasure_obligations_aggravating_factors_included_nature_and_negligence_while_mitigation_included_cooperation_and_remedial_actions,q61_dpo_issues_known_NOT_APPLICABLE,0.00012356967347992872
fine_log1p,data_subjects_notified_MISSING,raw_q67_Recitals_39_75_76_83_of_GDPR,0.00012356967347992867
fine_log1p,raw_q31_SECURITY,raw_q53_NONE,0.0001235690881149362
fine_log1p,q68_tokens,raw_q23_NOT_APPLICABLE,0.00012354829641590996
fine_log1p,q32_bases_CONSENT,raw_q60_NOT_DISCUSSED,0.00012345166397579382
fine_log1p,raw_q50_COMPLIANCE_ORDER,turnover_status_NOT_MENTIONED,0.00012337655793937262
fine_log1p,raw_q36_Defendant_processed_personal_data_names_and_photographs_without_legal_basis_under_Article_6_GDPR_No_valid_consent_or_legitimate_interests_justification_was_established_for_publishing_identifiable_data_of_three_individuals_in_a_brochure,country_status_NOT_MENTIONED,0.0001233314475463332
fine_log1p,q30_discussed_SECURITY,raw_q40_NOT_SPECIFIED,0.00012328823529819428
fine_log1p,raw_q36_Defendant_failed_to_verify_identity_of_SIM_requester_leading_to_unauthorized_processing_without_legal_basis_under_Article_6_GDPR,raw_q37_2400,0.00012326715742080158
fine_log1p,q58_access_issues_EXCESSIVE_DELAY,q36_text_TYPE_Violation_of_Article_32_4_due_to_inadequate_security_measures_leading_to_unauthorized_data_disclosure_violation_of_Article_34_for_failing_to_notify_data_subjects_of_the_breach,0.00012326715742080158
fine_log1p,q10_org_class_NON_PROFIT,raw_q38_MISSING,0.00012324723059952696
fine_log1p,raw_q24_NOT_APPLICABLE,raw_q30_DATA_MINIMISATION,0.0001231567095796854
fine_log1p,q52_text_Initial_fine_of_50_000_reduced_to_40_000_due_to_voluntary_payment_Aggravating_factor_negligence_in_identity_verification_Mitigating_factor_immediate_cancellation_of_services_and_debt_payment,raw_q28_NOT_DISCUSSED,0.0001230043181866156
fine_log1p,q30_discussed_ACCOUNTABILITY,q57_rights_violated_ACCESS,0.00012291888939190983
fine_log1p,q10_org_class_MULTINATIONAL,q46_vuln_CHILDREN,0.00012247092408700468
fine_log1p,raw_q36_Defendant_unlawfully_processed_personal_data_by_including_claimant_s_data_in_credit_information_system_without_legal_basis_as_the_debt_was_not_true_overdue_or_enforceable_violating_Article_6_1_GDPR,raw_q52_Fine_of_75_000_imposed_for_violation_of_Article_6_GDPR_due_to_lack_of_lawful_basis_for_processing_Aggravating_factors_included_the_nature_gravity_of_the_violation_and_involvement_of_basic_personal_identifiers_The_fine_is_below_statutory_caps,0.0001224581505751739
fine_log1p,isic_code_63,q36_text_The_decision_found_violations_of_Article_32_1_b_32_2_and_32_4_GDPR_due_to_inadequate_technical_and_organizational_measures_ensuring_employees_process_data_only_on_instructions_leading_to_unauthorized_access_and_disclosure_of_five_passengers_data_No_Article_5_or_6_principles_beyond_security_were_discussed,0.00012245815057517387
fine_log1p,raw_q36_Defendant_violated_Article_5_1_f_GDPR_security_principle_by_improper_configuration_allowing_unauthorized_access_to_health_data_and_failing_to_conduct_required_risk_analysis_and_impact_assessment,raw_q68_Orange_Spain_fined_200_000_for_providing_duplicate_eSIM_to_impersonator_without_identity_verification_violating_Article_6_1_GDPR_DPA_found_lack_of_due_diligence_despite_security_measures_with_aggravating_factors_including_previous_similar_infringements,0.0001222237843878874
fine_log1p,decision_year,q31_violated_PURPOSE_LIMITATION,0.0001221837946490104
fine_log1p,raw_q10_PUBLIC_SECTOR_BODY,raw_q48_NOT_DISCUSSED,0.0001221752053573339
fine_log1p,q50_other_measures_NONE,country_code_RO,0.00012202328459922085
fine_log1p,q31_violated_PURPOSE_LIMITATION,raw_q66_YES_SOME_REFERENCES,0.00012198474744439447
fine_log1p,q32_bases_VITAL_INTERESTS,q41_aggrav_INTENT_NEGLIGENCE,0.00012197863750348185
fine_log1p,turnover_eur,q41_aggrav_INTENT_NEGLIGENCE,0.00012182564807549716
fine_log1p,q42_mitig_NONE,q56_rights_discussed_NONE_DISCUSSED,0.00012182460520345508
fine_log1p,q57_rights_violated_INFORMATION_OBLIGATIONS,raw_q44_NO_BENEFIT,0.0001218027878606128
fine_log1p,raw_q33_NO_BASIS_CLAIMED,raw_q45_NOT_DISCUSSED,0.00012172397783825394
fine_log1p,q57_rights_violated_INFORMATION_OBLIGATIONS,raw_q43_YES_MATERIAL_HARM,0.0001216159716114116
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_excessive_images_of_public_roads_and_private_areas_without_justification_violating_data_minimization_principle_and_failed_to_provide_required_information_to_data_subjects,q64_transfer_violations_known_MISSING,0.00012150304157897491
fine_log1p,raw_q33_NOT_MENTIONED,raw_q66_NO_REFERENCES,0.00012148132253947162
fine_log1p,q15_case_initiation_BREACH_NOTIFICATION,dpa_name_raw_Spanish_Data_Protection_Agency,0.00012132460500404618
fine_log1p,n_corrective_measures,q57_rights_violated_OBJECTION,0.00012103715657682076
fine_log1p,raw_q36_No_infringement_determination_made_due_to_inability_to_identify_defendant_case_filed_without_substantive_findings_on_processing_principles_or_legal_basis,raw_q68_Nordax_Bank_AB_failed_to_handle_complainant_s_data_subject_rights_requests_under_Articles_12_15_and_17_IMY_issued_reprimand_and_compliance_orders_due_to_minor_infringement_affecting_one_person_human_error_no_prior_breaches_and_cross_border_cooperation_with_Norway_Denmark_Finland_and_Germany,0.00012100608466399572
fine_log1p,q47_remedial_STAFF_TRAINING,q56_rights_discussed_NONE_DISCUSSED,0.00012100202760117513
fine_log1p,n_corrective_measures,q32_bases_NONE_DISCUSSED,0.00012090590537093253
fine_log1p,data_subjects_notified_MISSING,raw_q68_Spanish_DPA_fined_company_4_000_for_failing_to_respond_to_information_requests_during_investigation_violating_Article_58_1_GDPR_ordered_compliance_within_10_days,0.00012089234294257142
fine_log1p,q52_text_The_fine_was_set_at_20_000_reduced_to_16_000_for_voluntary_payment_Aggravating_factors_included_nature_gravity_affecting_500_employees_negligence_in_not_conducting_DPIA_and_lack_of_organizational_measures_No_mitigating_factors_were_applied,q61_dpo_issues_known_NOT_APPLICABLE,0.00012089234294257138
fine_log1p,q52_text_Initial_fine_set_at_40_000_for_lack_of_diligence_in_verifying_identity_reduced_to_24_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_within_hearing_period,q57_rights_violated_known_RECTIFICATION_INFORMATION_OBLIGATIONS,0.00012086202929361816
fine_log1p,art33_notification_required_note_MISSING,raw_q68_A_mother_filed_a_complaint_against_CaixaBank_for_failing_to_provide_requested_account_information_of_her_minor_daughter_and_improperly_disclosing_data_of_another_daughter_The_Spanish_DPA_found_a_violation_of_Article_32_1_GDPR_due_to_inadequate_security_measures_imposing_a_25_000_fine_and_a_compliance_order_to_prevent_future_incidents,0.00012086202929361809
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_images_of_common_areas_and_neighbors_private_spaces_without_authorization_violating_data_minimization_principle_by_collecting_excessive_personal_data_beyond_what_was_necessary_for_security_purposes,raw_q68_A_homeowners_association_posted_debtor_lists_by_apartment_number_on_a_bulletin_board_and_emailed_them_to_all_members_repeatedly_outside_legal_exceptions_violating_GDPR_Article_5_1_f_confidentiality_fined_2_000,0.00012075515551097941
fine_log1p,q42_mitig_COOPERATION_WITH_AUTHORITY,raw_q46_NONE_MENTIONED,0.00012071458436860882
fine_log1p,decision_date_raw_2022_02_14,q36_text_The_DPA_assessed_international_tax_treaties_for_GDPR_compliance_finding_they_lack_necessary_safeguards_for_data_transfers_to_third_countries_like_the_US_particularly_under_Article_46_requirements,0.00012060821988725913
fine_log1p,raw_q36_Defendant_lacked_consent_mechanism_for_data_processing_and_failed_to_provide_adequate_privacy_policy_information_as_required_by_Articles_6_and_13_GDPR,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_COOPERATION_WITH_AUTHORITY_MANNER_BECAME_KNOWN,0.0001206082198872591
fine_log1p,q56_rights_discussed_NONE_DISCUSSED,raw_q1_ISO_3166_1_ALPHA_2_ES,0.00012057727686395367
fine_log1p,q41_aggrav_NATURE_GRAVITY_DURATION,raw_q1_ISO_3166_1_ALPHA_2_ES_1,0.0001205468635780833
fine_log1p,isic_code_Q_Human_health_and_social_work_activities,q36_text_The_DPA_expressed_concerns_about_whether_the_planned_data_processing_involves_personal_data_rather_than_anonymized_data_emphasizing_the_need_for_a_proper_legal_basis_if_personal_data_is_processed_and_highlighted_risks_related_to_electronic_communications_and_location_data_anonymization,0.00012046684615790622
fine_log1p,raw_q36_Defendant_processed_GPS_data_without_legal_basis_failed_to_inform_data_subject_used_excessive_storage_and_lacked_less_intrusive_alternatives_for_timekeeping_purposes,raw_q52_Initial_fines_of_3000_for_Article_5_1_c_and_2000_for_Article_13_were_reduced_to_3000_total_due_to_recognition_of_responsibility_and_voluntary_payment_Aggravating_factors_included_sensitive_data_categories_mitigating_factors_included_cooperation_and_remedial_actions,0.00012046684615790617
fine_log1p,raw_q33_NOT_APPLICABLE,raw_q43_YES_NON_MATERIAL_HARM,0.00012044073329085525
fine_log1p,q30_discussed_ACCOUNTABILITY,raw_q46_NOT_DISCUSSED,0.00012036419189489306
fine_log1p,q32_bases_LEGAL_OBLIGATION,raw_q46_NONE_MENTIONED,0.00012035336958845913
fine_log1p,q50_other_measures_COMPLIANCE_ORDER,raw_q42_MITIGATION_ACTIONS_COOPERATION_WITH_AUTHORITY_1,0.00012033615441911092
fine_log1p,isic_code_J61,raw_q68_Spanish_DPA_fined_Telef_nica_75_000_for_unlawful_processing_under_Article_6_GDPR_A_phone_line_portability_was_executed_without_valid_consent_due_to_human_error_in_verification_procedures_causing_loss_of_service_to_the_data_subject_The_DPA_found_no_lawful_basis_for_processing_personal_data,0.00012029821064439744
fine_log1p,q52_text_The_fine_was_reduced_by_40_due_to_voluntary_payment_and_recognition_of_responsibility_Initial_fines_were_13_000_for_data_minimization_violation_and_7_000_for_information_obligation_violation_totaling_20_000_before_reductions_The_defendant_s_SME_status_and_cooperation_were_considered,raw_q52_Initial_fine_of_100_000_reduced_by_40_to_60_000_due_to_acknowledgment_of_liability_and_voluntary_payment_factors_included_nature_of_breach_data_categories_affected_and_cooperation,0.00012029821064439742
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_excessive_images_of_public_roads_and_private_areas_without_justification_violating_data_minimization_principle_and_failed_to_provide_required_information_to_data_subjects,raw_q68_Spanish_DPA_fined_Telef_nica_75_000_for_unlawful_processing_under_Article_6_GDPR_A_phone_line_portability_was_executed_without_valid_consent_due_to_human_error_in_verification_procedures_causing_loss_of_service_to_the_data_subject_The_DPA_found_no_lawful_basis_for_processing_personal_data,0.00012019885585544878
fine_log1p,raw_q48_YES_FIRST_TIME,raw_q50_COMPLIANCE_ORDER,0.00012019479687024254
fine_log1p,q56_rights_discussed_NONE_DISCUSSED,raw_q32_CONSENT,0.00012001135124890672
fine_log1p,q25_sensitive_data_ARTICLE_10_CRIMINAL,q41_aggrav_NATURE_GRAVITY_DURATION,0.00011999089208995492
fine_log1p,q68_text_Spanish_DPA_issued_warning_and_compliance_order_to_non_profit_association_for_inadequate_website_privacy_policy_lacking_Article_13_GDPR_information_including_data_subject_rights_and_complaint_procedures_no_fine_imposed,raw_q67_Recitals_39_75_76_83_of_GDPR,0.00011983580950222569
fine_log1p,q52_text_Fines_imposed_for_violations_of_accuracy_security_and_erasure_obligations_aggravating_factors_included_nature_and_negligence_while_mitigation_included_cooperation_and_remedial_actions,q47_remedial_known_STAFF_TRAINING_EXTERNAL_AUDIT,0.00011983580950222566
fine_log1p,q25_sensitive_data_NEITHER,q47_remedial_IMMEDIATE_CESSATION,0.0001198199701949812
fine_log1p,q46_vuln_CHILDREN,q57_rights_violated_INFORMATION_OBLIGATIONS,0.00011977634156019441
fine_log1p,q32_bases_LEGITIMATE_INTERESTS,raw_q24_NOT_APPLICABLE,0.00011975776746549117
fine_log1p,decision_year,raw_q38_MISSING,0.00011970626679252772
fine_log1p,decision_date_raw_2022_02_14,raw_q31_DATA_MINIMISATION,0.00011969531749948638
fine_log1p,raw_q46_NONE_MENTIONED,raw_q62_LEAD_SUPERVISORY_AUTHORITY_CASE,0.00011968305363660925
fine_log1p,q52_text_The_fine_was_reduced_by_40_due_to_voluntary_payment_and_recognition_of_responsibility_Initial_fines_were_13_000_for_data_minimization_violation_and_7_000_for_information_obligation_violation_totaling_20_000_before_reductions_The_defendant_s_SME_status_and_cooperation_were_considered,raw_q68_Profi_Rom_Food_Srl_fined_10_000_for_sharing_employee_ID_data_without_legal_basis_and_warned_for_security_failures_after_employee_leaked_video_data_via_WhatsApp_DPA_ordered_compliance_measures_and_training,0.00011964284442572535
fine_log1p,q52_text_No_fine_was_imposed_corrective_measures_were_ordered_to_cease_biometric_processing_and_implement_an_alternative_system_with_compliance_required_within_two_months,raw_q68_Spanish_DPA_fined_Telef_nica_75_000_for_unlawful_processing_under_Article_6_GDPR_A_phone_line_portability_was_executed_without_valid_consent_due_to_human_error_in_verification_procedures_causing_loss_of_service_to_the_data_subject_The_DPA_found_no_lawful_basis_for_processing_personal_data,0.00011964284442572528
fine_log1p,q42_mitig_MITIGATION_ACTIONS,raw_q33_NOT_MENTIONED,0.00011963872614297325
fine_log1p,raw_q1_ISO_3166_1_ALPHA_2_ES,raw_q55_WITHIN_MONTH,0.00011959945712703541
fine_log1p,fine_raw_0,raw_q10_PUBLIC_SECTOR_BODY,0.0001195859902099902
fine_log1p,q21_breach_types_ORGANIZATIONAL_FAILURE,raw_q39_BELOW_ALL_CAPS,0.0001195075694625507
fine_log1p,q10_org_class_MULTINATIONAL,q47_remedial_IMMEDIATE_CESSATION,0.0001194996993644871
fine_log1p,n_corrective_measures,q47_remedial_IMMEDIATE_CESSATION,0.00011938838228251608
fine_log1p,q31_violated_LAWFULNESS_FAIRNESS_TRANSPARENCY,raw_q61_NOT_APPLICABLE,0.00011936401263863858
fine_log1p,q10_org_class_SME,q42_mitig_COOPERATION_WITH_AUTHORITY,0.000119228691934119
fine_log1p,q41_aggrav_NATURE_GRAVITY_DURATION,raw_q47_IMMEDIATE_CESSATION,0.00011912394157930249
fine_log1p,raw_q30_SECURITY,raw_q48_NOT_DISCUSSED,0.00011909936053432049
fine_log1p,q10_org_class_SME,q41_aggrav_known_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_DATA_CATEGORIES_AFFECTED,0.00011900542741639814
fine_log1p,q41_aggrav_NATURE_GRAVITY_DURATION,raw_q44_NOT_DISCUSSED,0.00011898160759330614
fine_log1p,q10_org_class_MULTINATIONAL,q32_bases_CONTRACT,0.00011891019988007285
fine_log1p,raw_q36_Defendant_lacked_consent_mechanism_for_data_processing_and_failed_to_provide_adequate_privacy_policy_information_as_required_by_Articles_6_and_13_GDPR,raw_q68_Orange_Spain_fined_200_000_for_providing_duplicate_eSIM_to_impersonator_without_identity_verification_violating_Article_6_1_GDPR_DPA_found_lack_of_due_diligence_despite_security_measures_with_aggravating_factors_including_previous_similar_infringements,0.00011885890637255392
fine_log1p,q30_discussed_LAWFULNESS_FAIRNESS_TRANSPARENCY,raw_q43_YES_NON_MATERIAL_HARM,0.00011880644562955976
fine_log1p,q52_text_No_fine_was_imposed_a_reprimand_was_issued_due_to_the_nature_of_the_breach_mitigating_factors_including_cooperation_and_remedial_actions_and_the_lack_of_documented_harm_to_data_subjects,raw_q68_Non_binding_opinion_addressing_employer_processing_of_employee_COVID_19_test_data_and_health_card_numbers_discusses_legal_bases_under_GDPR_Article_6_and_9_emphasizes_problematic_consent_in_employment_contexts_references_EDPB_guidelines_and_advises_on_purpose_limitation_and_data_minimization_principles,0.00011880429850492984
fine_log1p,q52_text_No_fine_was_imposed_as_this_is_a_non_binding_opinion_not_an_enforcement_decision,raw_q68_Polish_DPA_fined_PNP_Sp_ka_Akcyjna_EUR_5000_for_failing_to_cooperate_and_provide_information_requested_during_complaint_investigation_violating_Articles_31_and_58_1_e_GDPR_violation_was_continuous_from_October_2019_deemed_serious_due_to_hindering_proceedings,0.00011880429850492981
fine_log1p,q21_breach_types_HUMAN_ERROR,q57_rights_violated_OBJECTION,0.00011874352955392884
fine_log1p,raw_q7_SUDREZIDEN_IAL_Broker_S_R_L,raw_q31_DATA_MINIMISATION,0.00011854008864026085
fine_log1p,decision_date_2025_06_24_00_00_00_00_00,q64_transfer_violations_known_MISSING,0.0001184879323367413
fine_log1p,data_subjects_notified_note_direct,raw_q47_DATA_DELETION,0.0001184879323367413
fine_log1p,q58_access_issues_EXCESSIVE_DELAY,q36_text_The_City_Council_failed_to_implement_adequate_security_measures_to_prevent_unauthorized_access_to_municipal_registry_data_by_a_council_member_violating_Article_5_1_f_GDPR_The_case_was_archived_due_to_statute_of_limitations,0.00011846837596931606
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_images_of_common_areas_and_neighbors_private_spaces_without_authorization_violating_data_minimization_principle_by_collecting_excessive_personal_data_beyond_what_was_necessary_for_security_purposes,raw_q37_2400,0.00011846837596931604
fine_log1p,q10_org_class_PUBLIC_SECTOR_BODY,raw_q48_UNCLEAR,0.0001184643092514344
fine_log1p,raw_q36_Defendant_violated_Article_14_GDPR_by_failing_to_provide_complete_information_to_data_subjects_when_obtaining_data_from_third_parties_though_processing_was_deemed_lawful_under_legitimate_interests,q54_scopes_unknown_MISSING,0.00011843750177258392
fine_log1p,raw_q36_Defendant_failed_to_provide_adequate_privacy_policy_information_on_multiple_website_forms_collecting_personal_data_violating_Article_13_transparency_requirements,raw_q52_Initial_fine_of_100_000_reduced_by_40_to_60_000_due_to_acknowledgment_of_liability_and_voluntary_payment_factors_included_nature_of_breach_data_categories_affected_and_cooperation,0.00011834959753635202
